,State,County,Civilian labour force,Employed poulation,Unemployed population,Rate of Unemployment
1104,KY,Nicholas,"3,327","3,129",198,6.0
1105,KY,Ohio,"9,411","8,819",592,6.0
1106,KY,Oldham,"30,687","29,485","1,202",4.0
1107,KY,Owen,"5,517","5,294",223,4.0
1108,KY,Owsley,"1,185","1,069",116,10.0
1109,KY,Pendleton,"6,608","6,253",355,5.0
1110,KY,Perry,"9,009","8,209",800,9.0
1111,KY,Pike,"20,891","18,954","1,937",9.0
1112,KY,Powell,"4,915","4,571",344,7.0
1113,KY,Pulaski,"25,801","24,301","1,500",6.0
1114,KY,Robertson,796,745,51,6.0
1115,KY,Rockcastle,"6,773","6,334",439,7.0
1116,KY,Rowan,"10,454","9,843",611,6.0
1117,KY,Russell,"6,168","5,446",722,12.0
1118,KY,Scott,"26,694","25,634","1,060",4.0
1119,KY,Shelby,"22,711","21,792",919,4.0
1120,KY,Simpson,"8,333","7,935",398,5.0
1121,KY,Spencer,"9,186","8,789",397,4.0
1122,KY,Taylor,"11,108","10,400",708,6.0
1123,KY,Todd,"5,425","5,172",253,5.0
1124,KY,Trigg,"5,670","5,343",327,6.0
1125,KY,Trimble,"3,811","3,595",216,6.0
1126,KY,Union,"6,191","5,777",414,7.0
1127,KY,Warren,"58,932","56,277","2,655",5.0
1128,KY,Washington,"6,109","5,844",265,4.0
1129,KY,Wayne,"7,276","6,703",573,8.0
1130,KY,Webster,"6,042","5,731",311,5.0
1131,KY,Whitley,"13,178","12,288",890,7.0
1132,KY,Wolfe,"1,953","1,759",194,10.0
1133,KY,Woodford,"14,249","13,746",503,4.0
1135,LA,Acadia,"25,858","24,088","1,770",7.0
1136,LA,Allen,"8,839","8,224",615,7.0
1137,LA,Ascension,"61,748","58,625","3,123",5.0
1138,LA,Assumption,"9,816","9,044",772,8.0
1139,LA,Avoyelles,"15,989","14,787","1,202",8.0
1140,LA,Beauregard,"15,218","14,253",965,6.0
1141,LA,Bienville,"5,810","5,329",481,8.0
1142,LA,Bossier,"58,276","54,982","3,294",6.0
1143,LA,Caddo,"110,463","102,578","7,885",7.0
1144,LA,Calcasieu,"99,373","94,014","5,359",5.0
1145,LA,Caldwell,"4,034","3,699",335,8.0
1146,LA,Cameron,"3,673","3,502",171,5.0
1147,LA,Catahoula,"3,620","3,272",348,10.0
1148,LA,Claiborne,"6,197","5,743",454,7.0
1149,LA,Concordia,"7,553","6,899",654,9.0
1150,LA,De,"11,096","10,211",885,8.0
1151,LA,East,"235,479","222,699","12,780",5.0
1152,LA,East,"2,220","1,907",313,14.0
1153,LA,East,"8,226","7,736",490,6.0
1154,LA,Evangeline,"13,010","12,030",980,8.0
1155,LA,Franklin,"7,532","6,803",729,10.0
1156,LA,Grant,"8,488","7,866",622,7.0
1157,LA,Iberia,"31,878","29,291","2,587",8.0
1158,LA,Iberville,"14,431","13,375","1,056",7.0
1159,LA,Jackson,"7,267","6,832",435,6.0
1160,LA,Jefferson,"219,824","207,184","12,640",6.0
1161,LA,Jefferson,"13,621","12,776",845,6.0
1162,LA,Lafayette,"120,282","113,456","6,826",6.0
1163,LA,Lafourche,"46,710","44,181","2,529",5.0
1164,LA,LaSalle,"6,617","6,160",457,7.0
1165,LA,Lincoln,"21,098","19,621","1,477",7.0
1166,LA,Livingston,"68,399","64,895","3,504",5.0
1167,LA,Madison,"3,910","3,546",364,9.0
1168,LA,Morehouse,"10,839","9,647","1,192",11.0
1169,LA,Natchitoches,"16,600","15,335","1,265",8.0
1170,LA,Orleans,"182,334","170,454","11,880",7.0
1171,LA,Ouachita,"72,398","67,583","4,815",7.0
1172,LA,Plaquemines,"10,344","9,765",579,6.0
1173,LA,Pointe,"10,143","9,473",670,7.0
1174,LA,Rapides,"58,288","54,524","3,764",7.0
1175,LA,Red,"3,923","3,651",272,7.0
1176,LA,Richland,"8,680","7,921",759,9.0
1177,LA,Sabine,"9,493","8,815",678,7.0
1178,LA,St.,"19,756","18,451","1,305",7.0
1179,LA,St.,"25,657","24,188","1,469",6.0
1180,LA,St.,"4,538","4,126",412,9.0
1181,LA,St.,"9,822","8,989",833,9.0
1182,LA,St.,"20,412","18,885","1,527",8.0
1183,LA,St.,"33,839","31,121","2,718",8.0
1184,LA,St.,"24,120","22,460","1,660",7.0
1185,LA,St.,"24,306","22,455","1,851",8.0
1186,LA,St.,"117,664","111,321","6,343",5.0
1187,LA,Tangipahoa,"54,314","50,388","3,926",7.0
1188,LA,Tensas,"1,720","1,552",168,10.0
1189,LA,Terrebonne,"53,101","49,928","3,173",6.0
1190,LA,Union,"9,371","8,700",671,7.0
1191,LA,Vermilion,"25,883","24,085","1,798",7.0
1192,LA,Vernon,"17,461","16,103","1,358",8.0
1193,LA,Washington,"17,072","15,769","1,303",8.0
1194,LA,Webster,"15,608","14,231","1,377",9.0
1195,LA,West,"13,281","12,537",744,6.0
1196,LA,West,"4,129","3,574",555,13.0
1197,LA,West,"5,415","5,129",286,5.0
1198,LA,Winn,"5,347","4,895",452,9.0
1199,ME,Maine,"683,369","653,330","30,039",4.0
1200,ME,Androscoggin,"54,804","52,518","2,286",4.0
1201,ME,Aroostook,"31,704","29,829","1,875",6.0
1202,ME,Cumberland,"157,921","152,496","5,425",3.0
1203,ME,Franklin,"14,534","13,843",691,5.0
1204,ME,Hancock,"29,065","27,442","1,623",6.0
1205,ME,Kennebec,"61,626","59,013","2,613",4.0
1206,ME,Knox,"20,475","19,635",840,4.0
1207,ME,Lincoln,"16,727","15,983",744,4.0
1208,ME,Oxford,"26,532","25,087","1,445",5.0
1209,ME,Penobscot,"76,866","73,225","3,641",5.0
1210,ME,Piscataquis,"7,452","7,041",411,6.0
1211,ME,Sagadahoc,"18,934","18,268",666,4.0
1212,ME,Somerset,"23,634","22,086","1,548",7.0
1213,ME,Waldo,"20,617","19,543","1,074",5.0
1214,ME,Washington,"13,992","13,098",894,6.0
1215,ME,York,"108,483","104,220","4,263",4.0
1216,MD,Maryland,"3,151,142","2,990,942","160,200",5.0
1217,MD,Allegany,"32,391","30,133","2,258",7.0
1218,MD,Anne,"301,862","288,620","13,242",4.0
1219,MD,Baltimore,"446,382","422,797","23,585",5.0
1220,MD,Calvert,"47,161","44,999","2,162",5.0
1221,MD,Caroline,"17,524","16,571",953,5.0
1222,MD,Carroll,"93,340","89,412","3,928",4.0
1223,MD,Cecil,"52,742","49,594","3,148",6.0
1224,MD,Charles,"80,764","76,752","4,012",5.0
1225,MD,Dorchester,"15,846","14,714","1,132",7.0
1226,MD,Frederick,"128,928","123,176","5,752",5.0
1227,MD,Garrett,"15,688","14,701",987,6.0
1228,MD,Harford,"136,301","129,612","6,689",5.0
1229,MD,Howard,"177,290","170,550","6,740",4.0
1230,MD,Kent,"10,608","10,043",565,5.0
1231,MD,Montgomery,"549,111","527,763","21,348",4.0
1232,MD,Prince,"488,148","462,577","25,571",5.0
1233,MD,Queen,"26,706","25,504","1,202",5.0
1234,MD,St.,"54,759","52,108","2,651",5.0
1235,MD,Somerset,"9,214","8,454",760,8.0
1236,MD,Talbot,"19,328","18,381",947,5.0
1237,MD,Washington,"76,921","72,616","4,305",6.0
1238,MD,Wicomico,"50,151","46,736","3,415",7.0
1239,MD,Worcester,"25,432","22,737","2,695",11.0
1240,MD,Baltimore,"294,550","272,395","22,155",8.0
1242,MA,Barnstable,"111,567","104,763","6,804",6.0
1243,MA,Berkshire,"65,270","61,751","3,519",5.0
1244,MA,Bristol,"288,942","271,227","17,715",6.0
1245,MA,Dukes,"9,455","8,838",617,7.0
1246,MA,Essex,"407,869","387,516","20,353",5.0
1247,MA,Franklin,"39,433","37,702","1,731",4.0
1248,MA,Hampden,"222,565","208,324","14,241",6.0
1249,MA,Hampshire,"87,311","83,376","3,935",5.0
1250,MA,Middlesex,"863,267","829,429","33,838",4.0
1251,MA,Nantucket,"6,967","6,592",375,5.0
1252,MA,Norfolk,"369,035","353,647","15,388",4.0
1253,MA,Plymouth,"268,191","254,630","13,561",5.0
1254,MA,Suffolk,"420,860","402,312","18,548",4.0
1255,MA,Worcester,"427,506","405,765","21,741",5.0
1257,MI,Alcona,"3,799","3,494",305,8.0
1258,MI,Alger,"3,223","2,949",274,9.0
1259,MI,Allegan,"60,372","57,870","2,502",4.0
1260,MI,Alpena,"13,593","12,746",847,6.0
1261,MI,Antrim,"9,972","9,227",745,8.0
1262,MI,Arenac,"6,216","5,659",557,9.0
1263,MI,Baraga,"3,291","2,991",300,9.0
1264,MI,Barry,"30,170","28,874","1,296",4.0
1265,MI,Bay,"52,117","49,111","3,006",6.0
1266,MI,Benzie,"8,660","8,056",604,7.0
1267,MI,Berrien,"73,276","69,456","3,820",5.0
1268,MI,Branch,"19,116","18,138",978,5.0
1269,MI,Calhoun,"64,052","60,783","3,269",5.0
1270,MI,Cass,"23,979","22,765","1,214",5.0
1271,MI,Charlevoix,"13,025","12,239",786,6.0
1272,MI,Cheboygan,"10,664","9,692",972,9.0
1273,MI,Chippewa,"16,663","15,366","1,297",8.0
1274,MI,Clare,"11,759","10,849",910,8.0
1275,MI,Clinton,"39,678","38,122","1,556",4.0
1276,MI,Crawford,"5,264","4,852",412,8.0
1277,MI,Delta,"17,210","16,042","1,168",7.0
1278,MI,Dickinson,"12,583","11,871",712,6.0
1279,MI,Eaton,"55,764","53,296","2,468",4.0
1280,MI,Emmet,"17,604","16,335","1,269",7.0
1281,MI,Genesee,"181,426","170,382","11,044",6.0
1282,MI,Gladwin,"9,961","9,236",725,7.0
1283,MI,Gogebic,"6,483","6,009",474,7.0
1284,MI,Grand,"48,367","46,111","2,256",5.0
1285,MI,Gratiot,"18,260","17,224","1,036",6.0
1286,MI,Hillsdale,"20,990","19,889","1,101",5.0
1287,MI,Houghton,"16,537","15,487","1,050",6.0
1288,MI,Huron,"16,336","15,455",881,5.0
1289,MI,Ingham,"145,587","138,778","6,809",5.0
1290,MI,Ionia,"29,309","27,968","1,341",5.0
1291,MI,Iosco,"10,077","9,318",759,8.0
1292,MI,Iron,"5,197","4,831",366,7.0
1293,MI,Isabella,"35,245","33,551","1,694",5.0
1294,MI,Jackson,"72,913","69,056","3,857",5.0
1295,MI,Kalamazoo,"128,930","123,323","5,607",4.0
1296,MI,Kalkaska,"7,612","7,028",584,8.0
1297,MI,Kent,"341,904","329,042","12,862",4.0
1298,MI,Keweenaw,938,851,87,9.0
1299,MI,Lake,"3,672","3,357",315,9.0
1300,MI,Lapeer,"39,712","36,846","2,866",7.0
1301,MI,Leelanau,"10,566","10,009",557,5.0
1302,MI,Lenawee,"47,393","45,018","2,375",5.0
1303,MI,Livingston,"96,400","91,931","4,469",5.0
1304,MI,Luce,"2,455","2,284",171,7.0
1305,MI,Mackinac,"5,113","4,616",497,10.0
1306,MI,Macomb,"421,322","397,009","24,313",6.0
1307,MI,Manistee,"10,388","9,697",691,7.0
1308,MI,Marquette,"33,323","31,325","1,998",6.0
1309,MI,Mason,"14,389","13,510",879,6.0
1310,MI,Mecosta,"19,108","17,932","1,176",6.0
1311,MI,Menominee,"11,507","10,887",620,5.0
1312,MI,Midland,"41,360","39,345","2,015",5.0
1313,MI,Missaukee,"6,975","6,518",457,7.0
1314,MI,Monroe,"76,092","72,628","3,464",5.0
1315,MI,Montcalm,"27,634","26,053","1,581",6.0
1316,MI,Montmorency,"3,060","2,755",305,10.0
1317,MI,Muskegon,"77,170","72,677","4,493",6.0
1318,MI,Newaygo,"23,041","21,779","1,262",6.0
1319,MI,Oakland,"632,577","602,606","29,971",5.0
1320,MI,Oceana,"12,465","11,469",996,8.0
1321,MI,Ogemaw,"8,392","7,732",660,8.0
1322,MI,Ontonagon,"2,290","2,075",215,9.0
1323,MI,Osceola,"10,142","9,482",660,7.0
1324,MI,Oscoda,"2,905","2,653",252,9.0
1325,MI,Otsego,"11,387","10,689",698,6.0
1326,MI,Ottawa,"152,151","146,621","5,530",4.0
1327,MI,Presque,"5,348","4,803",545,10.0
1328,MI,Roscommon,"7,794","7,090",704,9.0
1329,MI,Saginaw,"88,253","83,223","5,030",6.0
1330,MI,St.,"72,795","67,818","4,977",7.0
1331,MI,St.,"28,997","27,687","1,310",5.0
1332,MI,Sanilac,"19,471","18,203","1,268",7.0
1333,MI,Schoolcraft,"3,452","3,078",374,11.0
1334,MI,Shiawassee,"33,021","31,155","1,866",6.0
1335,MI,Tuscola,"24,482","22,841","1,641",7.0
1336,MI,Van,"35,175","32,964","2,211",6.0
1337,MI,Washtenaw,"188,111","181,123","6,988",4.0
1338,MI,Wayne,"758,684","706,075","52,609",7.0
1339,MI,Wexford,"14,550","13,568",982,7.0
1341,MN,Aitkin,"6,871","6,423",448,7.0
1342,MN,Anoka,"189,854","183,013","6,841",4.0
1343,MN,Becker,"18,399","17,597",802,4.0
1344,MN,Beltrami,"23,502","22,353","1,149",5.0
1345,MN,Benton,"21,589","20,633",956,4.0
1346,MN,Big,"2,682","2,563",119,4.0
1347,MN,Blue,"39,381","38,224","1,157",3.0
1348,MN,Brown,"14,620","14,024",596,4.0
1349,MN,Carlton,"17,570","16,709",861,5.0
1350,MN,Carver,"55,179","53,436","1,743",3.0
1351,MN,Cass,"14,031","13,095",936,7.0
1352,MN,Chippewa,"6,945","6,642",303,4.0
1353,MN,Chisago,"28,734","27,539","1,195",4.0
1354,MN,Clay,"35,546","34,446","1,100",3.0
1355,MN,Clearwater,"4,627","4,208",419,9.0
1356,MN,Cook,"3,154","3,016",138,4.0
1357,MN,Cottonwood,"5,788","5,513",275,5.0
1358,MN,Crow,"31,498","29,879","1,619",5.0
1359,MN,Dakota,"232,285","224,645","7,640",3.0
1360,MN,Dodge,"11,454","11,028",426,4.0
1361,MN,Douglas,"20,138","19,452",686,3.0
1362,MN,Faribault,"7,503","7,176",327,4.0
1363,MN,Fillmore,"11,405","10,941",464,4.0
1364,MN,Freeborn,"16,345","15,730",615,4.0
1365,MN,Goodhue,"26,881","25,938",943,4.0
1366,MN,Grant,"3,347","3,190",157,5.0
1367,MN,Hennepin,"676,859","654,708","22,151",3.0
1368,MN,Houston,"10,484","10,086",398,4.0
1369,MN,Hubbard,"9,553","8,971",582,6.0
1370,MN,Isanti,"20,197","19,331",866,4.0
1371,MN,Itasca,"22,297","20,856","1,441",7.0
1372,MN,Jackson,"6,288","6,035",253,4.0
1373,MN,Kanabec,"8,834","8,254",580,7.0
1374,MN,Kandiyohi,"24,062","23,166",896,4.0
1375,MN,Kittson,"2,473","2,359",114,5.0
1376,MN,Koochiching,"6,253","5,747",506,8.0
1377,MN,Lac,"3,764","3,610",154,4.0
1378,MN,Lake,"5,610","5,342",268,5.0
1379,MN,Lake,"2,422","2,315",107,4.0
1380,MN,Le,"15,537","14,790",747,5.0
1381,MN,Lincoln,"3,392","3,273",119,4.0
1382,MN,Lyon,"15,286","14,796",490,3.0
1383,MN,McLeod,"20,203","19,411",792,4.0
1384,MN,Mahnomen,"2,405","2,267",138,6.0
1385,MN,Marshall,"5,743","5,348",395,7.0
1386,MN,Martin,"10,447","10,024",423,4.0
1387,MN,Meeker,"13,339","12,782",557,4.0
1388,MN,Mille,"12,612","11,884",728,6.0
1389,MN,Morrison,"17,796","16,838",958,5.0
1390,MN,Mower,"20,363","19,711",652,3.0
1391,MN,Murray,"5,063","4,839",224,4.0
1392,MN,Nicollet,"20,308","19,774",534,3.0
1393,MN,Nobles,"11,526","11,158",368,3.0
1394,MN,Norman,"3,441","3,281",160,5.0
1395,MN,Olmsted,"83,903","81,462","2,441",3.0
1396,MN,Otter,"31,118","29,815","1,303",4.0
1397,MN,Pennington,"9,078","8,614",464,5.0
1398,MN,Pine,"14,784","13,964",820,6.0
1399,MN,Pipestone,"4,977","4,811",166,3.0
1400,MN,Polk,"17,165","16,443",722,4.0
1401,MN,Pope,"6,389","6,167",222,4.0
1402,MN,Ramsey,"279,593","269,768","9,825",4.0
1403,MN,Red,"2,329","2,193",136,6.0
1404,MN,Redwood,"8,269","7,946",323,4.0
1405,MN,Renville,"8,592","8,181",411,5.0
1406,MN,Rice,"35,425","34,175","1,250",4.0
1407,MN,Rock,"5,909","5,784",125,2.0
1408,MN,Roseau,"8,602","8,262",340,4.0
1409,MN,St.,"101,926","96,884","5,042",5.0
1410,MN,Scott,"79,160","76,693","2,467",3.0
1411,MN,Sherburne,"49,472","47,496","1,976",4.0
1412,MN,Sibley,"8,510","8,158",352,4.0
1413,MN,Stearns,"88,137","84,962","3,175",4.0
1414,MN,Steele,"21,203","20,498",705,3.0
1415,MN,Stevens,"5,709","5,549",160,3.0
1416,MN,Swift,"5,170","4,860",310,6.0
1417,MN,Todd,"13,008","12,440",568,4.0
1418,MN,Traverse,"1,835","1,759",76,4.0
1419,MN,Wabasha,"11,993","11,541",452,4.0
1420,MN,Wadena,"6,328","5,955",373,6.0
1421,MN,Waseca,"9,752","9,350",402,4.0
1422,MN,Washington,"137,160","132,839","4,321",3.0
1423,MN,Watonwan,"6,251","5,960",291,5.0
1424,MN,Wilkin,"3,690","3,568",122,3.0
1425,MN,Winona,"29,474","28,500",974,3.0
1426,MN,Wright,"71,983","69,347","2,636",4.0
1427,MN,Yellow,"5,576","5,372",204,4.0
1429,MS,Adams,"11,414","10,503",911,8.0
1430,MS,Alcorn,"15,724","14,837",887,6.0
1431,MS,Amite,"4,515","4,173",342,8.0
1432,MS,Attala,"6,985","6,453",532,8.0
1433,MS,Benton,"2,984","2,746",238,8.0
1434,MS,Bolivar,"13,389","12,338","1,051",8.0
1435,MS,Calhoun,"6,138","5,760",378,6.0
1436,MS,Carroll,"3,460","3,177",283,8.0
1437,MS,Chickasaw,"7,151","6,602",549,8.0
1438,MS,Choctaw,"3,711","3,479",232,6.0
1439,MS,Claiborne,"3,119","2,728",391,13.0
1440,MS,Clarke,"6,076","5,600",476,8.0
1441,MS,Clay,"8,019","7,251",768,10.0
1442,MS,Coahoma,"9,451","8,500",951,10.0
1443,MS,Copiah,"11,260","10,447",813,7.0
1444,MS,Covington,"7,967","7,501",466,6.0
1445,MS,DeSoto,"84,566","80,508","4,058",5.0
1446,MS,Forrest,"32,842","30,778","2,064",6.0
1447,MS,Franklin,"2,938","2,713",225,8.0
1448,MS,George,"8,857","8,193",664,8.0
1449,MS,Greene,"4,329","4,003",326,8.0
1450,MS,Grenada,"9,481","8,917",564,6.0
1451,MS,Hancock,"18,676","17,466","1,210",7.0
1452,MS,Harrison,"85,654","80,568","5,086",6.0
1453,MS,Hinds,"109,216","102,641","6,575",6.0
1454,MS,Holmes,"6,116","5,381",735,12.0
1455,MS,Humphreys,"2,467","2,155",312,13.0
1456,MS,Issaquena,419,347,72,17.0
1457,MS,Itawamba,"10,210","9,626",584,6.0
1458,MS,Jackson,"58,978","54,826","4,152",7.0
1459,MS,Jasper,"6,364","5,866",498,8.0
1460,MS,Jefferson,"2,277","1,938",339,15.0
1461,MS,Jefferson,"4,129","3,769",360,9.0
1462,MS,Jones,"26,552","24,960","1,592",6.0
1463,MS,Kemper,"3,577","3,207",370,10.0
1464,MS,Lafayette,"24,447","23,112","1,335",6.0
1465,MS,Lamar,"28,902","27,511","1,391",5.0
1466,MS,Lauderdale,"31,661","29,585","2,076",7.0
1467,MS,Lawrence,"4,745","4,403",342,7.0
1468,MS,Leake,"7,890","7,405",485,6.0
1469,MS,Lee,"39,860","37,648","2,212",6.0
1470,MS,Leflore,"10,491","9,362","1,129",11.0
1471,MS,Lincoln,"14,225","13,363",862,6.0
1472,MS,Lowndes,"25,122","23,358","1,764",7.0
1473,MS,Madison,"51,644","49,283","2,361",5.0
1474,MS,Marion,"10,008","9,278",730,7.0
1475,MS,Marshall,"14,446","13,403","1,043",7.0
1476,MS,Monroe,"15,484","14,343","1,141",7.0
1477,MS,Montgomery,"4,199","3,874",325,8.0
1478,MS,Neshoba,"10,623","9,972",651,6.0
1479,MS,Newton,"8,719","8,185",534,6.0
1480,MS,Noxubee,"3,954","3,567",387,10.0
1481,MS,Oktibbeha,"22,499","21,119","1,380",6.0
1482,MS,Panola,"13,440","12,271","1,169",9.0
1483,MS,Pearl,"22,868","21,460","1,408",6.0
1484,MS,Perry,"4,314","3,972",342,8.0
1485,MS,Pike,"14,697","13,623","1,074",7.0
1486,MS,Pontotoc,"13,876","13,102",774,6.0
1487,MS,Prentiss,"10,992","10,328",664,6.0
1488,MS,Quitman,"2,687","2,398",289,11.0
1489,MS,Rankin,"73,013","69,983","3,030",4.0
1490,MS,Scott,"12,983","12,359",624,5.0
1491,MS,Sharkey,"1,727","1,561",166,10.0
1492,MS,Simpson,"10,897","10,257",640,6.0
1493,MS,Smith,"6,754","6,392",362,5.0
1494,MS,Stone,"6,410","5,935",475,7.0
1495,MS,Sunflower,"8,474","7,585",889,11.0
1496,MS,Tallahatchie,"5,810","5,371",439,8.0
1497,MS,Tate,"11,996","11,149",847,7.0
1498,MS,Tippah,"9,440","8,839",601,6.0
1499,MS,Tishomingo,"8,012","7,503",509,6.0
1500,MS,Tunica,"4,656","4,224",432,9.0
1501,MS,Union,"13,213","12,539",674,5.0
1502,MS,Walthall,"5,150","4,734",416,8.0
1503,MS,Warren,"20,883","19,495","1,388",7.0
1504,MS,Washington,"18,043","16,190","1,853",10.0
1505,MS,Wayne,"7,620","7,018",602,8.0
1506,MS,Webster,"3,940","3,657",283,7.0
1507,MS,Wilkinson,"2,882","2,577",305,11.0
1508,MS,Winston,"7,084","6,500",584,8.0
1509,MS,Yalobusha,"4,927","4,575",352,7.0
1510,MS,Yazoo,"9,206","8,454",752,8.0
1512,MO,Adair,"10,446","9,858",588,6.0
1513,MO,Andrew,"9,925","9,512",413,4.0
1514,MO,Atchison,"2,834","2,707",127,5.0
1515,MO,Audrain,"11,316","10,792",524,5.0
1516,MO,Barry,"14,918","14,171",747,5.0
1517,MO,Barton,"5,329","5,040",289,5.0
1518,MO,Bates,"8,154","7,658",496,6.0
1519,MO,Benton,"7,195","6,725",470,7.0
1520,MO,Bollinger,"5,556","5,245",311,6.0
1521,MO,Boone,"98,904","95,425","3,479",4.0
1522,MO,Buchanan,"46,511","44,374","2,137",5.0
1523,MO,Butler,"18,983","17,806","1,177",6.0
1524,MO,Caldwell,"4,396","4,196",200,5.0
1525,MO,Callaway,"21,682","20,660","1,022",5.0
1526,MO,Camden,"18,758","17,529","1,229",7.0
1527,MO,Cape,"40,881","39,118","1,763",4.0
1528,MO,Carroll,"4,819","4,528",291,6.0
1529,MO,Carter,"2,510","2,324",186,7.0
1530,MO,Cass,"53,903","51,311","2,592",5.0
1531,MO,Cedar,"5,894","5,583",311,5.0
1532,MO,Chariton,"3,853","3,673",180,5.0
1533,MO,Christian,"43,069","41,248","1,821",4.0
1534,MO,Clark,"3,435","3,190",245,7.0
1535,MO,Clay,"132,244","126,231","6,013",5.0
1536,MO,Clinton,"10,995","10,461",534,5.0
1537,MO,Cole,"39,394","37,818","1,576",4.0
1538,MO,Cooper,"7,616","7,176",440,6.0
1539,MO,Crawford,"10,911","10,254",657,6.0
1540,MO,Dade,"3,571","3,390",181,5.0
1541,MO,Dallas,"6,981","6,546",435,6.0
1542,MO,Daviess,"4,088","3,901",187,5.0
1543,MO,DeKalb,"5,050","4,816",234,5.0
1544,MO,Dent,"6,301","5,934",367,6.0
1545,MO,Douglas,"5,040","4,698",342,7.0
1546,MO,Dunklin,"13,128","12,072","1,056",8.0
1547,MO,Franklin,"52,540","49,878","2,662",5.0
1548,MO,Gasconade,"7,685","7,358",327,4.0
1549,MO,Gentry,"3,616","3,464",152,4.0
1550,MO,Greene,"149,353","143,141","6,212",4.0
1551,MO,Grundy,"4,912","4,709",203,4.0
1552,MO,Harrison,"3,988","3,786",202,5.0
1553,MO,Henry,"10,112","9,562",550,5.0
1554,MO,Hickory,"3,723","3,476",247,7.0
1555,MO,Holt,"2,711","2,613",98,4.0
1556,MO,Howard,"5,047","4,800",247,5.0
1557,MO,Howell,"16,355","15,303","1,052",6.0
1558,MO,Iron,"3,853","3,547",306,8.0
1559,MO,Jackson,"363,168","341,720","21,448",6.0
1560,MO,Jasper,"58,085","55,597","2,488",4.0
1561,MO,Jefferson,"117,702","111,976","5,726",5.0
1562,MO,Johnson,"23,117","21,873","1,244",5.0
1563,MO,Knox,"1,963","1,887",76,4.0
1564,MO,Laclede,"15,940","14,928","1,012",6.0
1565,MO,Lafayette,"17,186","16,353",833,5.0
1566,MO,Lawrence,"17,888","17,011",877,5.0
1567,MO,Lewis,"5,214","4,958",256,5.0
1568,MO,Lincoln,"26,966","25,572","1,394",5.0
1569,MO,Linn,"5,244","4,876",368,7.0
1570,MO,Livingston,"7,307","6,996",311,4.0
1571,MO,McDonald,"10,415","9,921",494,5.0
1572,MO,Macon,"7,473","7,075",398,5.0
1573,MO,Madison,"5,521","5,196",325,6.0
1574,MO,Maries,"3,938","3,729",209,5.0
1575,MO,Marion,"14,756","14,099",657,5.0
1576,MO,Mercer,"1,888","1,804",84,4.0
1577,MO,Miller,"11,656","10,954",702,6.0
1578,MO,Mississippi,"6,285","5,921",364,6.0
1579,MO,Moniteau,"7,402","7,039",363,5.0
1580,MO,Monroe,"4,211","3,992",219,5.0
1581,MO,Montgomery,"5,709","5,425",284,5.0
1582,MO,Morgan,"8,078","7,534",544,7.0
1583,MO,New,"8,584","8,050",534,6.0
1584,MO,Newton,"28,449","27,149","1,300",5.0
1585,MO,Nodaway,"11,018","10,476",542,5.0
1586,MO,Oregon,"4,164","3,900",264,6.0
1587,MO,Osage,"7,162","6,893",269,4.0
1588,MO,Ozark,"3,649","3,358",291,8.0
1589,MO,Pemiscot,"7,046","6,408",638,9.0
1590,MO,Perry,"10,213","9,783",430,4.0
1591,MO,Pettis,"20,933","19,831","1,102",5.0
1592,MO,Phelps,"19,574","18,533","1,041",5.0
1593,MO,Pike,"8,112","7,741",371,5.0
1594,MO,Platte,"55,457","53,127","2,330",4.0
1595,MO,Polk,"14,263","13,510",753,5.0
1596,MO,Pulaski,"14,895","14,025",870,6.0
1597,MO,Putnam,"2,500","2,401",99,4.0
1598,MO,Ralls,"5,673","5,433",240,4.0
1599,MO,Randolph,"10,508","9,878",630,6.0
1600,MO,Ray,"11,167","10,556",611,6.0
1601,MO,Reynolds,"2,714","2,524",190,7.0
1602,MO,Ripley,"5,327","4,903",424,8.0
1603,MO,St.,"217,666","209,291","8,375",4.0
1604,MO,St.,"3,980","3,703",277,7.0
1605,MO,Ste.,"9,064","8,580",484,5.0
1606,MO,St.,"26,416","24,808","1,608",6.0
1607,MO,St.,"533,812","509,108","24,704",5.0
1608,MO,Saline,"11,057","10,523",534,5.0
1609,MO,Schuyler,"1,909","1,798",111,6.0
1610,MO,Scotland,"2,452","2,341",111,5.0
1611,MO,Scott,"20,057","19,007","1,050",5.0
1612,MO,Shannon,"3,338","3,066",272,8.0
1613,MO,Shelby,"3,078","2,933",145,5.0
1614,MO,Stoddard,"13,238","12,362",876,7.0
1615,MO,Stone,"13,373","12,318","1,055",8.0
1616,MO,Sullivan,"2,780","2,614",166,6.0
1617,MO,Taney,"26,177","24,063","2,114",8.0
1618,MO,Texas,"9,409","8,783",626,7.0
1619,MO,Vernon,"9,823","9,324",499,5.0
1620,MO,Warren,"17,350","16,520",830,5.0
1621,MO,Washington,"10,528","9,820",708,7.0
1622,MO,Wayne,"5,720","5,384",336,6.0
1623,MO,Webster,"16,657","15,811",846,5.0
1624,MO,Worth,"1,219","1,179",40,3.0
1625,MO,Wright,"7,646","7,167",479,6.0
1626,MO,St.,"159,788","150,091","9,697",6.0
1628,MT,Beaverhead,"4,973","4,802",171,3.0
1629,MT,Big,"5,542","5,171",371,7.0
1630,MT,Blaine,"2,393","2,273",120,5.0
1631,MT,Broadwater,"2,481","2,355",126,5.0
1632,MT,Carbon,"5,417","5,218",199,4.0
1633,MT,Carter,684,662,22,3.0
